Codigo,Clave,desc_prod,Inv,Clasificacion,Promedio Vta Mes,Cobertura (Mes),Cobertura Dias (30)
18937,CED BIC-20LSR,BISAGRA TRUPER BIC-20LSR LATONADA 2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
18989,CED BIC-25L-P,BISAGRA TRUPER BIC-25L-P LATONADA 2 1/2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
18942,CED BIC-25LSP,BISAGRA TRUPER BIC-25LSP LATONADA 2 1/2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
18938,CED BIC-25LSR,BISAGRA TRUPER BIC-25LSR LATONADA 2 1/2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
43217,CED BIC-30LSP,BISAGRA TRUPER BIC-30LSP LATONADA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
18943,CED BIC-35LSP,BISAGRA TRUPER BIC-35LSP LATONADA 3 1/2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
18959,CED BIC-40L-R,BISAGRA TRUPER BIC-40L-R LATONADA 4,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
18914,CED BIC-30LSR,BISAGRA TRUPER BIC-LSR LATONADA 3,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED BCTAM5X5.5M,BOBINA CORDON TRENZADO P/ARRANQUE D/MOTO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
17583,TRU TGC,BOLSA LATERAL P/PODADORAS DE 3.5HP4HP5 T,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
BOTA,CED BOTAIND,BOTA PANTALONERA INDUSTRIAL C/PETO Y TIR,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
BC1284C,CED BC1284C,BRAZO P/REGADERA ANBEC AL TECHO CROMADO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 45-LB,BRAZO Y CHAPETON FIG.45-LB COMB. ORO/BCO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 45-LN,BRAZO Y CHAPETON FIG.45-LN COMB. ORO/NGR,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
PT1100,CED PT1100,BROCA ESCALONADA M2 1/8 A 1/4 DOGOTULS,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
14B432CH,CED BFEL5/16,BROCA P/FIERRO EXTRA-LARGA HSS 05 5/16X1,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
14B433CH,CED BFEL3/8,BROCA P/FIERRO EXTRA-LARGA HSS 06 3/8X12,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED B7/32X18,BROCA P/FIERRO EXTRALARGA 7/32 X 18,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED TB2.40,BROCHE FRICCION BRONCE,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
FZA512,CED FZA512,BTICINO FZA512 PLACA C/2 INTERRUPTORES S,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
FZA5153,CED FZA5153,BTICINO FZA5153 PLACA C/1 INT. SENCILLO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
FZA581,CED FZA581,BTICINO FZA581 PLACA C/TOMA DE TEL RJ11,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
SE342119,CED 4211,CABLE COAXIAL C/CONECTORES A ROSCA 1.8 M,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED CRCA90CM,CABLE RCA 90 CMS.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED CT16,CABLE THW ELECTRICO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
40143,CED CAB-10B-10,CABLE THW VOLTECK NO 10 C/10 MTS. BLANCO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
40142,CED CAB-10N-10,CABLE THW VOLTECK NO 10 C/10 MTS. NEGRO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
40149,CED CAB-14B-25,CABLE THW VOLTECK NO 14 C/25 MTS. BLANCO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
46267,CED HDMI-180,CABLES HDMI MACHO A MACHO 1.80M. HDMI-18,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
AD-1956,CED AD-1956,CAJA DE SEGURIDAD TIPO RELOJ ADIR AD-195,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED CEL450,CAJA EMPOTRABLE D/PLASTICO P/LAVADORA AN,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
14399,CED MEA-100I,CALIBRADOR D/AIRE 100 PSI DIGITAL MEA-10,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
GO3010,CED GO3010,CAPUCHA DOGOTULS P/SOLDADOR D/MEZCLILLA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
16579,CED CARBGRUPO1,CARBONES DE REPUESTO TRUPER GRUPO-1,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
11066,CED CARB-ESMA41/2P2,CARBONES P/ESMA-4-1/2P2 PRETUL CARB-ESMA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
15681,CED CARB-ESMA-4-1/2A,CARBONES P/ESMERILADORA ESMA-4 1/2A3 TRU,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
900051,CED REP-DES-300,CARRETE P/DESBROZADORA TRUPER DES-300REP,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 8R-25,CARTUCHO FIG. 8R-25 P/EMPOTRAR 41-P DESC,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
49097,CED CARCE-2,CARTUCHO FOSET AQUA CARCE- 2 P/MEZ. LAV.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
49437,CED CARCE-6,CARTUCHO FOSET RIVIERA CARCE-6 P/MEZ. LA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CCA 33253/FGD,CASA 33253/FGD LAMPARA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
67029,TRU CAT-12S,CATALOGO TRUPER SIN PRECIOS,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED LPF,CATO LAVABO FIORE MARFIL C/PEDESTAL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
6625,CED 6625,CERRADURA DEXTER C/LLAVE CROMO 6625 OFER,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED B560P5,CERRADURA YALE SEGURIDAD COB. B560P 5,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
10PTF,CED 10-PTF,CESPOL FLEX. PVC P/FREG. RUGO FIG. 10PTF,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
29R,CED 29R,CESPOL P/LAVABO C/CONTRA RUGO FIG. 29R,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
QB3040,CED QB3040,CHALECO BICOLOR ALTA VISIBILIDAD DOGOTUL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
48990,CED CIN-75,CINCHO D/PLASTICO CIN-    75 C/75 PZS. V,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
12641,CED TF20ME,CINTA LARGA FIB. D/VIDRIO 20 MTS. TF20ME,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
GO3005,CED GO3005,CINTURON P/CARGADOR DOGOTULS MOD.GO3005,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
14C060CH,CED 14C060CH,CIZALLA P/CORTE D/CABLE CAP.120MM2 HHD-1,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
14C062CH,CED 14C062CH,CIZALLA P/CORTE D/CABLE CAP.400MM2 HHD-5,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
45300,CED CO-282,COLADERA FOSET CO- 282 SALIDA LAT.2 REJI,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
15C001CH,CED 15C001CH,COLECTOR GIMBEL D/FRUTAS 15.5X5.5CM XY-7,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
20554,CED COTE-24,COLORANTE EN POLVO 20 G. P/TELAS COTE-24,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
20564,CED COTE-27,COLORANTE EN POLVO 20 G. P/TELAS COTE-27,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
E6028N,CED E6028N,CONTACTO Q. DUPLEX E6028N C/PLACA MODUS,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
E2015,CED E2015,CONTACTO Q. SENCILLO E-2015 MODUS,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),UHP 5548,DADO STD. URREA 3/4 X 1 1/2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),FPO DW-2010-03,DW-2010-03 PUNTAS PLANA 10 2 PZAS.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
14699,CED EMF-FUM-12,EMPAQUES P/FUMIGADOR FUM-12 DES.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 65153,ESTEVEZ LIFE APAGADOR ESCALERA MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 65159,ESTEVEZ LIFE CONTACTO SENCILLO MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 655RM1,ESTEVEZ LIFE PLACA 1 VENTANA MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 655RM3,ESTEVEZ LIFE PLACA 3 VENTANAS MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 655HR,ESTEVEZ LIFE PLACA HICH-TECH ROBLE,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 65157,ESTEVEZ LIFE TIMBRE CAMPANA MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 65164,ESTEVEZ LIFE TOMA TELEFONICA 6 H. MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 65163,ESTEVEZ LIFE TOMA TV COAXIAL MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
65151,CED 65151,ESTEVEZ LIFE/BETA APAGADOR SENCILLO MARF,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
65160,CED 65160,ESTEVEZ LIFE/BETA CONTACTO POLARIZADO MA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 4102.1,ESTEVEZ PUMA APAGADOR ESCALERA C/PILOTO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 4102,ESTEVEZ PUMA APAGADOR ESCALERA NIESSEN,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
4101.1,CED 4101.1,ESTEVEZ PUMA APAGADOR SENCILLO C/PILOTO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 4101,ESTEVEZ PUMA APAGADOR SENCILLO NIESSEN,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 4104,ESTEVEZ PUMA BOTON TIMBRE SIM.CAMPANA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 4135,ESTEVEZ PUMA CONTACTO UNIVERSAL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 4375-D,ESTEVEZ PUMA DIMMER ELEC.C/PLACA ALUMINI,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 4275-D,ESTEVEZ PUMA DIMMER ELECT.C/PLACA MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 4000.3,ESTEVEZ PUMA MARCO MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 4371,ESTEVEZ PUMA PLACA 1 VENTANA BRONCE,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 4271,ESTEVEZ PUMA PLACA 1 VENTANA MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 4372,ESTEVEZ PUMA PLACA 2 VENTANA BRONCE,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 4272,ESTEVEZ PUMA PLACA 2 VENTANA MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 4373,ESTEVEZ PUMA PLACA 3 VENTANA BRONCE,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 4273,ESTEVEZ PUMA PLACA 3 VENTANA MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 4150,ESTEVEZ PUMA TOMA DE TV COAXIAL NIESSEN,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 4117,ESTEVEZ PUMA TOMA TELEFONICA 4 HILOS,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 2117-BM,ESTEVEZ STYLO 2117-BM TOMA TEL. 4HILOS,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 2150-BM,ESTEVEZ STYLO 2150-BM TOMA TV COAXIAL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 2328BM,ESTEVEZ STYLO 2328-BM CONTACTO DUPLEX MA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
2331-BM,CED 2331-BM,ESTEVEZ STYLO 2331-BM CONTROL VEN.MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 2573BN,ESTEVEZ STYLO 2573-BM PLACA DUPLEX MARFI,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 2102.3-BM,ESTEVEZ STYLO APAGADOR ESCALERA MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 2101.3-BM,ESTEVEZ STYLO APAGADOR SENCILLO MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 2128-BM,ESTEVEZ STYLO CONTACTO 2P T MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 2332-BM,ESTEVEZ STYLO CONTROL DUAL VENT/LUZ MARF,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 2471-BM,ESTEVEZ STYLO PLACA 1 MOD. MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 2472-BM,ESTEVEZ STYLO PLACA 2 MOD. MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 2473-BM,ESTEVEZ STYLO PLACA 3 MOD. MARFIL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),CED 2117.8-BM,ESTEVEZ STYLO TOMA RJ45 8 HILOS 1 MOD.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
48147,CED PAGA-2B,ESTUFA D/GAS 2 QUEM. MOD. PAGA-2B BLANCO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),MAGL R1G,FACELETE R1G DE ALGODON PARA R7R8YR1,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
AO3030,HIM AO3030,FAJA DOGOTULS ELAST. ALTA VISIBILIDAD OA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
OA3033,HIM OA3033,FAJA DOGOTULS ELAST. ALTA VISIBILIDAD OA,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
10682,CED FC-55M,FLEXOMETRO  5.5 MTS. FC-55M TRUPER,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
10683,CED FC-8M,FLEXOMETRO  8 MTS. FC-8M TRUPER,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
66008,TRU FL-FI,FLYER DE REFERENCIAS DIAMETROS Y MEDIDAS,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,TRU LED-30C,FOCO LED VOLTECK T/BULBO L.CALIDA LED- 3,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
15AO56EP,CED M2000,FUMIGADOR MANUAL GIMEX MOD. 2000 2 LTS.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED GF,GRAPA P/FREGADERAO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
13994,CED HC-11/4X,HACHA 1 1/4 LBS. CAZADORA 1 PZA. HC-1-1/,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
19473,CED HNY-3H,HACHA 3 LBS. P/CORTE DE TRONCO MANGO 32,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
15956,CED HDU-15-65,HILO P/DESBROZADORA 1.6MM X 15 MTS. HDU-,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
22H001CA,GME 22H001CA,HILO P/DESBROZADORA 2.0MM X 15M CARLTON,2,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,CED 14I031CO,IMANES SURTIDOS C/9 PZAS. 200116S OS0100,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
102557,PIN ITG,IMP. THERMOTEK 19 LTS. GREENTEK 7 AÑOS B,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
301060,CED ITP5,IMP. THERMOTEK 19 LTS. PRO 5 AÑOS,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),COM 3356/6 NS,LAMP. 3356/6 NS CANDIL 6 LUCES SATINADO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),COM 3357/5 NS,LAMP. 3357/5 NS LAP. 5 LUCES NIQUEL SANT,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),COM 60016 0,LAMP. 60016 0 PLAFON LAMPARA BCO.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),COM 60018/3 O,LAMP. 60018/3 O CANDIL DE CRISTAL,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
48238,TRU F-22CIMC,LAMPARA CIRC. 22 W F-22CIMC VOLTECK OFER,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
,LLI E2SL332RA18,LAMPARA COMPLETA 3X32 18 CEL. S/E EMPOT.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
24088,TRU LIRE-3C,LAMPARA DE MANO LED RECARGABLE LIRE- 3C,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),LGE 655363,LAMPARA EVR Q500CL/MC 500W 120V,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
46552,TRU SOB-500F,LAMPARA VOLTECK T/GAB. SOBREP. FLUOR. 3X,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
46551,TRU EMP-500F,LAMPARA VOLTECK T/GAB.EMP. FLUOR. 3X28W,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
17286,CED DILI- 750,LIJA D/DISCO TRUPER DILI- 750 G- 50 7 5,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
15169,CED LMCB- 6,LIMA TRUPER MEDIA CAÑA BASTARDA LMCB- 6,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
15187,CED LRB- 6,LIMA TRUPER REDONDA BASTARDA LRB- 6,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
(null),UHP 1730,LLAVE DE OBSTRUCCION 9/16 X 5/8,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
C01VPFF8,FUN LLG08,LLAVE P/GAS 08MM 5/16 FLEARE/FLEARE,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
IP-705P,CED IP-705P,LLAVE R.MANGUERA COFLEX P/LAVANDERIA IP-,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
123516,UHP 123516,MACHUELO URREA ACERO 1/2 - 13NC,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
123510,UHP 123510,MACHUELO URREA ACERO 5/16 - 18NC,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
A-85628,MME A-85628,MAKITA A-85628 SEGUETA P/MADERA 75MM TIP,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
A-85656,MME A-85656,MAKITA A-85656 SEGUETA P/MADERA TIPO T,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
A-91447,MME A-91447,MAKITA A-91447 DISCO CORTE METAL 7,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
A-99683,MME A-99683,MAKITA A-99683 AVELLANADOR P/MADERA ZANC,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
A-99699,MME A-99699,MAKITA A-99699 AVELLANADOR P/MADERA ZANC,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
B-06460,MME B-06460,MAKITA B-06460 SEGUETA P/MADERA TIPO T 7,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
B-06482,MME B-06482,MAKITA B-06482 SEGUETA CORTE ALUMINIO TI,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
B-12457,MME B-12457,MAKITA B-12457 DISCO CORTE 4 1/2X3/64X7/,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
B-12500,MME B-12500,MAKITA B-12500 DISCO CORTE 7 X 1/16,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
B-13817,MME B-13817,MAKITA B-13817 DISCO CORTE 4 1/2X1/16X7/,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
B-21185,MME B-21185,MAKITA B-21185 DISCO CORTE METAL 7,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
B-24577,MME B-24577,MAKITA B-24577 PUNTAS PHILLIPS 1 X 25MM,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
B-26244,MME B-26244,MAKITA B-26244 PUNTAS PHILLIPS 2 X 50MM,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
B-28313,MME B-28313,MAKITA B-28313 PUNTAS PHILLIPS 2 X 2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
B-28357,MME B-28357,MAKITA B-28357 PUNTAS PHILLIPS 2 X 1 IMP,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
B-30025,MME B-30025,MAKITA B-30025 AVELLANADOR HSS 3/4 ZANCO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
B-44208,MME B-44208,MAKITA B-44208 DISCO CORTE METAL 7,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
B-44214,MME B-44214,MAKITA B-44214 DISCO ABRASIVO CORTE PIED,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
B-48670,MME B-48670,MAKITA B-48670 DISCO CORTE METAL 4 1/2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
B-48804,MME B-48804,MAKITA B-48804 GUIA PORTA PUNTAS P/ATORN,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
B-48810,MME B-48810,MAKITA B-48810 SET GUIA PORTA PUNTAS COM,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
7685,MME 7685,MAKITA CAJA DE HERRAMIENTAS 24 CER. META,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-00876,MME D-00876,MAKITA D-00876 BROCA P/CONCRETO DSD-PLUS,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-00898,MME D-00898,MAKITA D-00898 BROCA P/CONCRETO SDS-PLUS,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-00907,MME D-00907,MAKITA D-00907 BROCA P/CONCRETO SDS-PLUS,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-14093,MME D-14093,MAKITA D-14093 ADAPTADOR BROQUERO C/TORN,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-21696,MME D-21696,MAKITA D-21696 BROCA SIERRA 1 3/8,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-21733,MME D-21733,MAKITA D-21733 BROCA SIERRA 2,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-21864,MME D-21864,MAKITA D-21864 BROCA PILOTO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-22268,MME D-22268,MAKITA D-22268 BROCA P/FIERRO C/2 PZAS.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-22274,MME D-22274,MAKITA D-22274 BROCA P/FIERRO C/2 PZAS.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-22355,MME D-22355,MAKITA D-22355 BROCA P/FIERRO 1/4 X 4,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-22377,MME D-22377,MAKITA D-22377 BROCA P/FIERRO 9/32X 4 1/,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-22458,MME D-22458,MAKITA D-22458 BROCA P/FIERRO 13/32 X 5,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-24309,MME D-24309,MAKITA D-24309 BROCA P/CONCRETO 1/8 X 3,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-24315,MME D-24315,MAKITA D-24315 BROCA P/CONCRETO 5/32 X 6,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-24321,MME D-24321,MAKITA D-24321 BROCA P/CONCRETO 3/16 X 3,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-24387,MME D-24387,MAKITA D-24387 BROCA P/CONCRETO 5/16 X 6,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-25199,MME D-25199,MAKITA D-25199 BROCA P/VIDRIO 3/16 X 2 1,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-25214,MME D-25214,MAKITA D-25214 BROCA P/VIDRIO 5/16 X 3,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-25220,MME D-25220,MAKITA D-25220 BROCA P/VIDRIO 3/8 X 3 1/,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-31619-12,MME D-31619-12,MAKITA D-31619-12 JGO. DE 11 PZAS. C/PUN,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-32041,MME D-32041,MAKITA D-32041 MULTIDISCO D/LIJA G- 40 7,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-36463,MME D-36463,MAKITA D-36463 CINCEL PUNTA SDS-PLUS 300,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-44270,MME D-44270,MAKITA D-44270 DISCO DIAMANTE CORTE CONC,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-53344,MME D-53344,MAKITA D-53344 FRESAS P/ROUTER C/3 PZAS.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-53877,MME D-53877,MAKITA D-53877 MULTIDISCO FLAP ZIRCONIO,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-55310,MME D-55310,MAKITA D-55310 CARDA COPA ALAMB. ONDULAD,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-57118,MME D-57118,MAKITA D-57118 REPUESTO D/CORTA CIRCULOS,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-62430,MME D-62430,MAKITA D-62430 CINCEL PLANO SDS PLUS 250,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
D-62446,MME D-62446,MAKITA D-62446 CINCEL PALA SDS PLUS 215X,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
9554HNG,MME 9554HNG,MAKITA H. 9554HNG ESMERILADORA ANG.  710,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
HP333DWYE,MME HP333DWYE,MAKITA H. HP333DWYE ROTOMARTILLO/ATOR. I,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
M9510G,MME M9510G,MAKITA H. PROF. M9510G ESMERILADORA ANG.,0,Sin Mov,0,#¡DIV/0!,#¡DIV/0!
