Codigo,Clave,desc_prod,Inv,Clasificacion,Promedio Vta Mes,Cobertura (Mes),Cobertura Dias (30)
40746,TRU TAQ-1/4PA,TAQUETE PLASTICO FIERO 06MM 1/4 TAQ-1/4P,142,A,65.08,2,65
,AAEL RMEC/100M,MALLA REFORZADA DOBLE 1.10 X 100 MTS.,12,A,57.67,0,6
44223,TRU CAB-3/16FX,CABLE DE ACERO 7 X19 FIERO C/FORRO 04 3/,212,A,37.75,6,168
11663,TRU LIPL-120-11/2X45,LIJA METRO P/COBRE 1 1/2  G-120 TRUPER,262.85,A,69.58,4,113
12590,TRU MSK-3/4,CINTA MASKING TAPE TRUPER 19MM 3/4 MSK-3,86,A,81.58,1,32
12592,TRU MSK-11/2,CINTA MASKING TAPE TRUPER 38MM 1 1/2 MSK,73,A,62.08,1,35
13885,TRU R-ROPI-925,REPUESTO P/RODILLO TRUPER R-ROPI-925 RUG,65,A,68.5,1,28
PB-200,COF PB-200,BRIDA FLEXIBLE COFLEX 4 CORTA P/WC PB-20,71,A,66.17,1,32
46227,TRU LED-350,LAMPARA LED-350 40W EQ.350W ALTA POTENCI,31,A,54.25,1,17
49156,TRU EPVC-1/2C,VALVULA ESF. PVC CEMENTAR 13MM 1/2 FOSET,123,A,67.33,2,55
48736,TRU PILA-14X3,PIJA P/LAMINA 14X76MM 14 X 3 FIERO PILA-,1387,A,42.25,33,985
46315,TRU AL-AA,PILA VOLTECK ALKALINA AL-AA,78,A,52.83,1,44
47283,TRU REP-FUS30,LISTON P/ 30 AMPS. VOLTECK REP-FUS30,763,A,62.17,12,368
46400,TRU PPCI-S,PLACA VOLTECK STD. CIEGA MARFIL BAQ. PPC,31,A,59.17,1,16
49110,TRU ANG-01,LLAVE CONTROL ANG. FOSET 1/2X1/2 ANG-01,48,A,109.17,0,13
48706,TRU PIJ-1463,PIJA TABLAROCA   14X 64MM 14X2 1/2 PIJ-1,3411,A,50.17,68,2040
44562,TRU TORM-1/4X21/2,TORNILLO HEXAGONAL 06X 64 1/4 X 2 1/2 SI,911,A,88.17,10,310
44633,TRU TORM-1/4X4,TORNILLO HEXAGONAL 06X101 1/4 X 4 SIN TU,606,A,107.08,6,170
57000,TRU ESTO-1B,ESTOPA BLANCA ESTO-1B KLINTEK,106,A,70.67,2,45
000823-5,BER 823-5,PINTURA VINIL BERELINTE 823  4 LTS.,145,A,60.17,2,72
14484,TRU BRT-2-1/2,BROCHA TRUPER M/PLASTICO  63MM BRT-21/2,105,A,69.5,2,45
IX4015,MJA IX4015,MEDIDOR DE AGUA INSTRUTEK PLASTICO,79,A,58.83,1,40
47433,TRU CLG-411,NIPLE TERMINAL 10X10 3/8 X 3/8,335,A,52.67,6,191
28006,TRU LED-75FBX4,FOCO LED VOLTECK BASIC LED- 75FBX4 L. D/,32,A,53.58,1,18
26637,TRU CODO-BI,PLACA VOLTECK BASIC MARFIL CODO-BI CONTA,42,A,39.58,1,32
22344,TRU DICOF-4512P,DISCO PRETUL DICOF-4512P 4 1/2 X 7/8 COR,50,A,51.5,1,29
49149,TRU RAQ-35,RAQUETA EXTERMINADORA DE INSECTOS RECARG,87,A,43.83,2,60
20402,TRU LEN-SN-P,LENTE SEGURIDAD PRETUL LEN-SN-P HUMO,69,A,50.33,1,41
45427,TRU PVC-232,REDUCCION HIDRAUL. 25X13MM 1 X 1/2 PVC-2,73,A,58.08,1,38
48720,TRU PILA-6X3/4,PIJA P/LAMINA   6X19MM 6 X 3/4 FIERO PIL,5651,A,103,55,1646
21527,TRU BRP-2-1/2,BROCHA PRETUL  64MM 2 1/2 BRP-2 1/2,109,A,76,1,43
002470-5,BER 2470-5,IMP. KOVER SELLADOR ACRILICO 2470  4 LTS,103,A,61.75,2,50
47806,TRU DIGA-01,DISPENSADOR DE AGUA FOSET P/GARRAFON REC,18,A,56.42,0,10
48975,TRU BTR-3,BRIDA P/TUBO REDONDO CROMADA P/CLOSET BT,43,A,53.5,1,24
46823,TRU FI-50T,FOCO CORONA 7 1/2 W VOLTECK TRANSPARENTE,210,A,61.33,3,103
SATN-100,DMT TPVCN4,TUBO PVC SANITARIO 100MM 4 NORMA X 3 MTS,41,A,48.08,1,26
PLA004,IGE R004,ROSETA PORCELANA 4 X 4,24,A,32.33,1,22
46202,TRU CLI-A,CLAVIJA VOLTECK CLI-A POL. C/ABRAZ. 15A,86,A,66.85,1,39
45434,TRU PVC-603,CONECTOR HIDR. CEM. R/INT. 25MM 1  PVC-6,163,A,54.92,3,89
15125,TRU LTP-8,LIMA TRIANGULO PESADO 8 LTP-8 TRUPER,95,A,42.33,2,67
44377,TRU AR-17A,ARMELLA ABIERTA 17 X 40 FIERO AR-17A,1561,A,64.75,24,723
18567,TRU SIL-85BCT,SILICON TRUPER BAÑOS Y COCINAS 85GRS TRA,56,A,74,1,23
46318,TRU AL-D,PILA VOLTECK ALKALINA AL-D,125,A,50.75,2,74
SNL06-040C,EMM CS90-100,CODO P/CEMENTAR 4 X 90,116,A,54.83,2,63
46951,TRU CONCO-3/4,CONECTOR TINWELL 19MM 3/4 T/AMER. VOLTEC,181,A,42.58,4,128
55937,TRU ATO-50,ATOMIZADOR PLASTICO KLINTEK ATO- 50 1/2,79,A,46.25,2,51
48732,TRU PILA-12X3,PIJA P/LAMINA 12X76MM 12 X 3 FIERO PILA-,1451,A,51.75,28,841
12593,TRU MSK-2,CINTA MASKING TAPE TRUPER 50MM 2 MSK-2,43,A,56.67,1,23
44492,TRU RAF-290,RAFIA FIERO 900 GS. BLANCA (410M.) RAF-2,43,A,47.5,1,27
11622,TRU LIAG-180,LIJA P/AGUA TRUPER  180 C-99,136,A,62.17,2,66
45890,TRU CILG-20,CILINDRO 20 KG. FOSET CILG-20,18,A,38.58,0,14
45418,TRU PVC-262,COPLE HIDRAULICO C40 19MM 3/4 PVC-262,181,A,61.25,3,89
11584,TRU DICOF-4512,DISCO TRUPER DICOF-4512 4 1/2 X 1.2 X7/8,80,A,92.42,1,26
11621,TRU LIAG-150,LIJA P/AGUA TRUPER  150 C-99,191,A,48.25,4,119
44382,TRU AR-22A,ARMELLA ABIERTA 22 X 100 FIERO AR-22A,1239,A,54.42,23,683
SATN-050,DMT TPVCN2,TUBO PVC SANITARIO  50MM 2 NORMA X 3 MTS,70,A,55.83,1,38
45005,TRU CCH-2X4P,CAJA RECTANGULAR PVC VOLTECK CCH-2X4P,62,A,54.25,1,34
15269,TRU GU-333,GUANTE TRUPER GU-333 P/LIMPIEZA GRANDE,22,A,38.33,1,17
44576,TRU TORM-3/8X11/4,TORNILLO HEXAGONAL 10X 32 3/8 X 1 1/4 SI,728,A,61.75,12,354
13884,TRU R-ROPI-920,REPUESTO P/RODILLO TRUPER R-ROPI-920 SEM,49,A,68,1,22
47278,CED FUS-30R,CARTUCHO  30 A. VOLTECK FUS-30R NORMAL,302,A,65,5,139
44640,TRU TORM-1/4X5,TORNILLO HEXAGONAL 06X127 1/4 X 5 SIN TU,257,A,41.75,6,185
22348,TRU DICOF-4510P,DISCO PRETUL DICOF-4510P 4 1/2 X 7/8 COR,62,A,83.17,1,22
002490-5,BER 2490-5,IMP. KOVERMAX RESANADOR 4 LTS. 2490,95,A,61.08,2,47
12338,TRU BARBO-B,BARBOQUEJO CON BARBILLA P/CASCO DE SEG.,12,A,39.58,0,9
17562,TRU SIL-85T,SILICON TRUPER U/GRAL. TRASNP. SIL- 85T,52,A,59,1,26
44191,TRU CADE-25,CADENA T/VICTOR 2.3MM FIERO CADE-25,81.09,A,39.93,2,61
,BER PVB7R1G,PINTURA VINIL BERELINTE 7 RANGO 1  4 LTS,0,A,56.08,0,0
44083,TRU NUDO-3/16,NUDO P/CABLE ACERO 4.7MM 2 PZAS. 3/16 NU,75,A,46.08,2,49
40159,TRU TQ-1/4J,TAQUETE PLASTICO FIERO C/PIJAS Y BROCA 0,113,A,109,1,31
16153,IAD 16153,CALENTADOR MAXFLU 16153 DE PASO INSTANTA,10,A,41,0,7
21531,TRU BRP-6,BROCHA PRETUL 152MM 6 BRP-6,108,A,57.5,2,56
12551,TRU CTR-40,CINTA TRANSPARENTE 48MM X  40 MTS. CTR-,55,A,39.42,1,42
48309,TRU CODO-OB,PLACA VOLTECK OSLO BCA. CONTACTO DUPLEX,56,A,41.92,1,40
28207,TRU LED-250B,LAMPARA LED-250B 25W EQ.250W ALTA POTENC,13,A,28.75,0,14
44360,TRU TAE-1/4T,TAQUETE EXPANSOR C/TORNILLO TAE-1/4T FIE,41,A,57.92,1,21
55938,TRU ATO-100,ATOMIZADOR PLASTICO KLINTEK ATO-100 1 LT,45,A,38.17,1,35
21525,TRU BRP-11/2,BROCHA PRETUL  38MM 1 1/2 BRP-1 1/2,122,A,67.25,2,54
65002,TRU PE-BAN-30,LLAVERO T/BANDOLA PE-BAN-30 PRETUL,121,A,54.33,2,67
45435,TRU PVC-971,TUERCA HIDRAULICA 13MM 1/2 C40 PVC-971,66,A,69.75,1,28
25,RUG 25,LLAVE CONTROL ANG. RUGO FIG.25 S/TUBO Y,24,A,28.83,1,25
MX81910,AAM MX81910,CERRADURA PHILLIPS 81910 P/RECAMARA GAMM,96,A,28.42,3,101
48709,TRU PIJ-14102,PIJA TABLAROCA   14X102MM 14X4 PIJ-14102,1956,A,33.5,58,1752
21524,TRU BRP-1,BROCHA PRETUL  25MM 1 BRP-1,127,A,60.25,2,63
14482,TRU BRT-1-1/2,BROCHA TRUPER M/PLASTICO  38MM BRT-11/2,108,A,66.67,2,49
44466,TRU ALG-145,ALAMBRE GALV. FIERO NO 14.5 KGO. ALG-145,45,A,45.33,1,30
11109,TRU PLAP-15L,PLASTIPROTECTOR USO LIGERO 5 X 3 MTS. TR,82,A,81.5,1,30
45426,TRU PVC-231,REDUCCION HIDRAUL. 19X13MM 3/4 X 1/2 PVC,178.998,A,59.95,3,90
47279,CED FUS-60R,CARTUCHO  60 A. VOLTECK 250V NORMAL,134,A,53.75,2,75
15268,TRU GU-332,GUANTE TRUPER GU-332 P/LIMPIEZA MEDIANO,30,A,33.08,1,27
14481,TRU BRT-1,BROCHA TRUPER M/PLASTICO  25MM BRT-1,117,A,59.92,2,59
25077,TRU PA-APCO-B,PLACA VOLTECK BASIC BLANCA PA-APCO-B 1 A,52,A,64.08,1,24
25078,TRU PA-APSE-B,PLACA VOLTECK BASIC BLANCA PA-APSE-B 1 A,61,A,48.92,1,37
45954,TRU PA-CODO-SB,PLACA VOLTECK STD. BLANCO ABS PA-CODO-SB,32,A,34.5,1,28
19863,TRU MAN-1/2N,MANGUERA P/NIVEL TRUPER 13MM 1/2 MAN-1/2,253,A,44.33,6,171
46410,TRU PPIN-DOS,PLACA VOLTECK STD. DUPLEX P/INTEM. PPIN-,56,A,47.75,1,35
106125,CGM HL1,OJILLO P/LONA N-1 C/2 PZAS.,1289,A,27.42,47,1410
11619,TRU LIAG-100,LIJA P/AGUA TRUPER  100 C-99,93,A,53.08,2,53
19211,TRU CHAP-14,CHAROLA PLASTICO P/PINTAR TRUPER CHAP-14,48,A,61.42,1,23
18566,TRU SIL-100BCB,SILICON TRUPER BAÑOS Y COCINAS 280ML BCO,61,A,44.67,1,41
27162,TRU LED-40GFB,FOCO LED VOLTECK BASIC LED- 40GFB L. D/D,53,A,51.42,1,31
11118,TRU BAV-1/8,BROCA P/FIERRO 05 1/8 TRUPER BAV-1/8,85,A,54.92,2,46
49000,TRU ESRO-1/2,VALVULA ESF. ROSCA 13MM 1/2 ESRO-1/2 FOS,52,A,51,1,31
48700,TRU PIJ-1263,PIJA TABLAROCA   12X 64MM 12X2 1/2 PIJ-1,3842,A,74.83,51,1540
21530,TRU BRP-5,BROCHA PRETUL 127MM 5 BRP-5,136,A,67.92,2,60
11602,TRU LIME-80,LIJA P/FIERRO TRUPER LIME- 80 G-80 MEDIA,132,A,78.5,2,50
49656,TRU CC-601,CONECTOR C/F ROSCA INTERIOR 13MM 1/2 CC-,159,A,55.58,3,86
28057,TRU LED-30FB,FOCO LED VOLTECK BASIC LED- 30GFB L. D/D,35,A,41.5,1,25
46279,TRU CAN-1212,CANALETA VOLTECK PLASTICA 1 VIA   CAN-12,95,A,44.58,2,64
44988,TRU ALCA-70,ALCAYATA CON ROSCA 20 X 70 FIERO ALCA-70,3782,A,30.92,122,3670
48280,TRU GCU-5N,GRAPA VOLTECK GCU- 5N CURVA NEGRA 05MM 2,54,A,62.5,1,26
000623-4,BER 623-4,PINTURA ESMALTE SUMMA 623  1 LTO.,62,A,64.5,1,29
002490-4,BER 2490-4,IMP. KOVERMAX RESANADOR 1 LTO. 2490,110,A,62.08,2,53
48695,TRU PIJ-1225,PIJA TABLAROCA   12 X 25MM 12X1 PIJ-1225,4678,A,37.33,125,3759
44427,TRU PILA-12X3/4,PIJA P/LAMINA 12X19MM 12 X 3/4 FIERO PIL,2300,A,56.33,41,1225
AD-9502,IAD AD-9502,CEMENTO ADIR 9502 BLANCO BOLSA 1 KG.,77,A,48.92,2,47
49085,TRU LLJ-120,LLAVE R.MANGUERA 1/2 LLJ-120 FOSET,63,A,60.67,1,31
44381,TRU AR-21A,ARMELLA ABIERTA 21 X 80 FIERO AR-21A,3134,A,63.83,49,1473
45891,TRU CILG-30,CILINDRO 30 KG. FOSET CILG-30,14,A,32,0,13
21028,TRU CHS-200R,CHALECO CHS-200R PRETUL ROJO C/REFLEJANT,33,A,27.83,1,36
45423,TRU PVC-361,TAPON CACHUCHA HIDR. CEM.13MM 1/2 FOSET,406,A,59.5,7,205
41290,TRU CC-201,COPLE C/C SIN TOPE 13MM 1/2 CC-201 FOSET,131,A,60.25,2,65
48270,TRU GCU-6N,GRAPA VOLTECK GCU- 6N CURVA NEGRA 06MM 2,64,A,40.83,2,47
AS-A35,COF AS-A35,ALIM. COFLEX ACERO 1/2 X 7/8 X 35 CM AS-,228,A,30.83,7,222
48719,TRU PILA-6X5/8,PIJA P/LAMINA   6X16MM 6 X 5/8 FIERO PIL,2597,A,27.17,96,2868
44371,TRU AR-18C,ARMELLA CERRADA 18 X 50 FIERO AR-18C,1879,A,74,25,762
55947,TRU LAZO-15,LAZOS P/TENDEDERO C/15 MTS. COLORES LAZO,44,A,37.58,1,35
44716,TRU TORC-1/4X21/2,TORNILLO CABEZA COCHE 06X 64 1/4 X 2 1/2,292,A,27.42,11,320
100AK133,FSM 100AK133,JGO. DE HERRAJE P/SANITARIO FLUIDMASTER,78,A,48.17,2,49
PS-A005,COF PS-A005,JGO. DE HERRAJE CLASICO 2 COFLEX P/WC,50,A,55.92,1,27
PT0159,PRO PT0159,AGUARRAS PRODEL B/PLASTICO 960 ML.,179,A,57.42,3,94
46141,TRU PPC-IB,PLACA VOLTECK ITALIANA BCA. CIEGA PPC-IB,50,A,49.5,1,30
VS-A50,COF VS-A50,ALIM. COFLEX VINIL 1/2 X 7/8 X 50 CM. VS,188,A,44.83,4,126
AD-9507,IAD AD-9507,YESO ADIR 9507 BOLSA 1 KG.,14,A,51.83,0,8
44009,TRU ME-10B,MENSULA FIERO BLANCA  8X10 ME-10B,51,A,38.92,1,39
48723,TRU PILA-6X1-1/2,PIJA P/LAMINA   6X38MM 6 X 1 1/2 FIERO P,5198,A,92.42,56,1687
48271,TRU GCU-5B,GRAPA VOLTECK GCU- 5B CURVA BCA. 05MM 20,77,A,62.25,1,37
25037,TRU CAS-AP,CASCO DE SEGURIDAD PRETUL AMARILLO CAS-A,35,A,26.08,1,40
45414,TRU PVC-861,CODO HIDRAUL. 45-13MM 1/2 PVC-861 FOSET,158,A,44.92,4,106
44271,TRU CAGA-1/4,CADENA GALV. 06 MM G30 1/4 X MTO. CAGA-1,107.2,A,45.76,2,70
49082,TRU LLJ-140,LLAVE R.MANGUERA 1/2 LLJ-140 FOSET,75,A,51.33,1,44
24490,TRU LMO-5/32P,LIMA P/MOTOSIERRA 5/32 LMO-5/32P PRETUL,36,A,34.42,1,31
47428,TRU CLG-491,CAMPANA NIPLE 10X10 3/8 X 3/8 CLG-491,357,A,41.83,9,256
19870,TRU MAN-3/4I,MANGUERA INDL. LIGERA 19MM 3/4 TRUPER,273.9,A,36.43,8,226
10664,TRU ABT-786,DISCO TRUPER ABT-786 4 1/2 X 1.5 X 7/8 M,6,A,25.17,0,7
41031,TRU EESQ-11/2,ESCUADRA ESQUINERA FIERO  38MM 1 1/2 EES,168,A,76.33,2,66
13882,TRU R-ROPI-910,REPUESTO P/RODILLO TRUPER R-ROPI-910 EXT,42,A,65.67,1,19
45118,TRU CPVC-361,CPVC TAPON CACHUCHA 13MM 1/2 CPVC-361,189,A,56.92,3,100
44383,TRU AR-23A,ARMELLA ABIERTA 23 X 110 FIERO AR-23A,1299,A,48.5,27,804
12557,TRU CTR-150,CINTA TRANSPARENTE 48MM X150 MTS. CTR-15,58,A,36.58,2,48
25131,TRU GAS-125,REPUESTO D/GAS P/ENCENDEDOR RECARGABLE G,67,A,39.75,2,51
104279,CGM TM5/16,TAQUETE DE MADERA 08MM 5/16,802,B,23.33,34,1031
13471,TRU WT-400,ACEITE AFLOJATODO TRUPER WT-400 400ML,43,A,37.5,1,34
44620,TRU TORE-3/16X2,TORNILLO GOTA 05X51 3/16 X 2 SIN TUERCA,666,A,24.83,27,805
47232,CED TC-1/2-DA,TUBO TINWEEL ACERO TC-1/2-DA/TCDV3-1/2 V,157,A,26.67,6,177
48725,TRU PILA-8X3,PIJA P/LAMINA   8X76MM 8X3 FIERO PILA-8X,3029,A,57.75,52,1574
MR16-SMDLED/3W/30,IEO MR16-SMDLED/3W/3,TECNO MR16-SMDLED/3W/30 REFLECTOR LUZ AM,7,A,23.67,0,9
25130,TRU ENC-27,ENCENDEDOR RECARGABLE ENC-27 PRETUL,60,A,39,2,46
VS-F35,COF VS-F35,ALIM. COFLEX VINIL 7/8 X 7/8 X 35CMS. VS,210,A,47.08,4,134
20527,TRU CTR-150P,CINTA TRANSPARENTE 40MM X 150 MTS. CTR-1,59,A,33.17,2,53
13876,TRU ROPI-915,RODILLO TRUPER ROPI-915 9X5/8 LISA,36,A,64.67,1,17
SH5056,HIM SH5056,CONECTOR P/CADENA DE BOLITA 3.2MM NIQUEL,29,A,23.58,1,37
10547,TRU EXTM-12,EXTENSION P/RODILLO 1.20 MTS. TRUPER EXT,20,A,57,0,11
18101,TRU SBI-24,SEGUETA P/LAMINA TRUPER SBI-24,372,A,51,7,219
66-B,RUG 66-B,LLAVE ESTOPERO FIG.66-B 1/2X7/8 S/PULIR,173,A,45.08,4,115
44579,TRU TORM-3/8X21/2,TORNILLO HEXAGONAL 10X 64 3/8 X 2 1/2 SI,879,A,36.83,24,716
18569,TRU SACRI-100T,SILICON TRUPER ACRILICO TRANSP. 280ML SA,109,A,43.5,3,75
MR16-SMDLED/3W/65,IEO MR16-SMDLED/3W/6,TECNO MR16-SMDLED/3W/65 REFLECTOR LUZ DE,0,B,24.83,0,0
101685,TRU LAP-18B,LAPIZ BICOLOR TRUPER LAP-18B ROJO Y AZUL,56,A,38.75,1,43
45430,TRU PVC-612,CONECTOR HIDR. CEM. R/EXTER. 19MM 3/4 FO,222,A,43.67,5,153
55946,TRU LAZO-10,LAZOS P/TENDEDERO C/10 MTS. COLORES LAZO,41,A,33.83,1,36
19865,TRU MAN-1/4I,MANGUERA INDL. LIGERA 06MM 1/4 TRUPER,468.1,A,36.45,13,385
11203,TRU BCT-1/4X4,BROCA P/CONCRETO TRUPER 02 1/4 X 4 BCT-1,110,A,40.25,3,82
23146,TRU LL-21P,LLAVE R.MANGUERA 1/2 LL-21P ESFERA FOSET,52,A,31.17,2,50
25038,TRU CAS-BP,CASCO DE SEGURIDAD PRETUL BLANCO CAS-BP,20,A,25.58,1,23
SNL17-020C,EMM CS45-50,CODO P/CEMENTAR 2 X 45,35,A,39.92,1,26
44192,TRU CADE-30,CADENA T/VICTOR 3.0MM FIERO CADE-30,70,A,25.58,3,82
SNL29-040C,EMM CPVC4,COPLE P/CEMENTAR 4,78,A,41.08,2,57
,CED 1GXCB,PROMOCION BEREL,0,C,36,0,0
19679,TRU LTP-6M,LIMA TRIANGULO PESADO C/MANGO LTP-6M TRU,33,A,45.5,1,22
1010-0078-SA20,CNO 0078-SA20,CREST BLANCO PLUS P/INSTALACION DE RECUB,1,A,24.42,0,1
48283,TRU GCU-12N,GRAPA VOLTECK GCU-12N CURVA NEGRA 12MM 2,88,A,41.25,2,64
46281,TRU CAN-1720,CANALETA VOLTECK PLASTICA 1 VIA   CAN-17,78,A,32.58,2,72
46103,TRU COSO-DA,CONTACTO VOLTECK L.SOBREPONER COSO-DA PO,54,A,50.17,1,32
46954,TRU COPCO-3/4,COPLE TINWELL 19MM 3/4 T/AMERICANO VOLTE,138,A,28.25,5,147
43040,TRU PVC-003,TUBO HIDRAULICO C-40 25MM 1 X 3 MTS. PVC,71,A,31.92,2,67
44685,TRU ARAP-3/16,RONDANA PRESION FIERO 05MM 3/16  ARAP-3/,772,A,181.17,4,128
48082,TRU VAFLO-1/2P,VALVULA FLOTADOR P/TINACO 13MM 1/2 VAFLO,60,A,43.33,1,42
47350,TRU COSO-DA-2,CONTACTO VOLTECK L.SOBREPONER COSO-DA-2,35,A,43.92,1,24
45009,TRU TACH-4X4,TAPA CUADRADA GALV.  4 X 4 VOLTECK TACH-,93,A,33.5,3,83
11618,TRU LIAG-80,LIJA P/AGUA TRUPER G-80,141,A,32.33,4,131
45524,TRU PVC-565,CODO HIDR. 90-38MM 1 1/2 PVC-565 CED.40,15,A,28.75,1,16
44628,TRU TORE-1/4X11/2,TORNILLO GOTA 06X38 1/4 X 1 1/2 SIN TUER,731,B,20.83,35,1053
46950,TRU CONCO-12,CONECTOR TINWELL 13MM 1/2 T/AMER. VOLTEC,205,A,29.5,7,208
19270,TRU PA-RTX,PINTURA AEROSOL TRUPER PA-RTX ROJO TAXI,21,A,21.58,1,29
14991,TRU ACES-2,ACEITE TRUPER P/MOTOR 2 TIEMPOS  2 OZ. A,66,A,34.25,2,58
57008,TRU CELI-35,CEPILLO P/LIMPIEZA CELI-35 T/PLANCHA KLI,51,A,27.25,2,56
28005,TRU LED-60FBX4,FOCO LED VOLTECK BASIC LED- 60FBX4 L. D/,24,A,37.92,1,19
48273,TRU GCU-8B,GRAPA VOLTECK GCU- 8B CURVA BCA. 08MM 20,85,A,49.67,2,51
11920,TRU GAS-220X,REPUESTO D/GAS DESECHABLE TRUPER 1/4 V.,38,A,52.33,1,22
22146,TRU LL-JAR-P,LLAVE R.MANGUERA 1/2 LL-JAR-P PRETUL,53,A,41.17,1,39
44361,TRU TAE-5/16T,TAQUETE EXPANSOR C/TORNILLO TAE-5/16T FI,58,A,42.17,1,41
48110,TRU CODO-I,PLACA VOLTECK ITALIANA MARFIL CONTACTO D,316,A,34.42,9,275
13337,TRU LLA-49,LLAVERO T/HERRAMIENTA TRUPER LLA-49,129,A,37.83,3,102
18568,TRU SIL-85BCB,SILICON TRUPER BAÑOS Y COCINAS  85GRS. B,56,A,38.67,1,43
14248,TRU GU-435,GUANTE TRUPER GU-435 HULE C/FORRO INT,116,A,21.83,5,159
48028,TRU ANG-07,LLAVE ANGULAR 1/2 X 1/2 1/4 DE VUELTA AN,55,A,42.25,1,39
200AM133,FSM 200AM133,VALVULA TANQUE BAJO FLUIDMASTER 200AM133,36,A,39.17,1,28
46702,TRU IT-130,UNIDAD TERMICA VOLTECK 1 X 30A IT-130,48,A,39,1,37
44961,TRU TEMO-12PG,TELA MOSQUITERO PLASTICO 1.20 MTO. TEMO-,66.5,A,29.79,2,67
10548,TRU EXTM-24,EXTENSION P/RODILLO 2.40 MTS. TRUPER EXT,20,A,39.33,1,15
102018,PIN THGTV,IMP. THERMOTEK GLN. MAX 5 BLANCO,42,A,33.67,1,37
44000,TRU ME-5B,MENSULA FIERO BLANCA  4X5 ME-5B,55,A,32.08,2,51
13288,TRU SOL-50/50M,MINI SOLDADURA 50/50 70G. TRUPER SOL-50/,45,A,49.25,1,27
44570,TRU TORM-5/16X21/2,TORNILLO HEXAGONAL 08X 64 5/16 X 2 1/2 S,521,A,74.25,7,211
44419,TRU PILA-8X21/2,PIJA P/LAMINA   8X64MM 8X2 1/2 FIERO PIL,7213,A,78.5,92,2757
19868,TRU MAN-1/2I,MANGUERA INDL. LIGERA 13MM 1/2 TRUPER,439.4,A,42.68,10,309
44308,TRU CIN-5030,CINCHO D/PLASTICO CIN-  5030 C/50 PZAS.,119,A,37.5,3,95
17560,TRU SIL-100B,SILICON TRUPER U/GRAL. BCO. SIL-100B 280,55,A,37.83,1,44
,ECE TTBA,"CATO PAQ.(TAZA, TANQUE BLANCO AGUAZUL)",83,A,23.42,4,106
18651,TRU DICOF-4510M,DISCO TRUPER DICOF-4510M 4 1/2 X 1 X 7/8,22,A,34.67,1,19
007723-6,BER 7723-6,PINTURA VINIL KALOS TONE 7723 19 LTS.,77,A,37.92,2,61
47370,TRU TAE-3/8T,TAQUETE EXPANSOR C/TORNILLO TAE-3/8T FIE,11,A,41.42,0,8
14293,TRU LEN-LT,LENTE SEGURIDAD TRUPER LEN-LT CLARO,29,A,25.58,1,34
42024,TRU PPVCA-90,CEMENTO P/PVC HIDR. AZUL FOSET  90ML. PP,40,A,54.58,1,22
48274,TRU GCU-10B,GRAPA VOLTECK GCU-10B CURVA BCA. 10MM 20,71,A,40.42,2,53
15417,TRU CHS-600R,CHALECO CHS-600R ROJO CINTAS DOBLES C/RE,21,A,20.17,1,31
12906,TRU SEPO-280B,SELLADOR TRUPER DE POLIURETANO BLANCO SE,55,A,38.92,1,42
57009,TRU CELI-45,CEPILLO P/LIMPIEZA CELI-45 T/ITALIANO KL,92,A,28.33,3,97
45015,TRU MGA-500,MANGUERA P/GAS 10MM 3/8 FOSET 140 PSI,57.8,A,23.77,2,73
13883,TRU R-ROPI-915,REPUESTO P/RODILLO TRUPER R-ROPI-915 LIS,72,A,53.67,1,40
45433,TRU PVC-602,CONECTOR HIDR. CEM. R/INT. 19MM 3/4 PVC-,231,A,36.58,6,189
49079,TRU LLE-110Z,LLAVE R.MANGUERA 1/2 LLE-110Z ESFERA FOS,43,A,42.5,1,30
100817,TRU LLJ-140T,LLAVE R.MANGUERA 1/2 LLJ-140T TRUPER,36,A,46.17,1,23
44084,TRU NUDO-1/4,NUDO P/CABLE ACERO 6.3MM 2 PZAS. 1/4 NUD,113,A,30.67,4,111
49735,TRU CC-761,TEE C/C CC-761 13MM 1/2 FOSET,137,A,39.75,3,103
44567,TRU TORM-5/16X11/4,TORNILLO HEXAGONAL 08X 32 5/16 X 1 1/4 S,1216,A,40.67,30,897
,BER PVB7R1L,PINTURA VINIL BERELINTE 7 RANGO 1  1 LTO,0,A,39.67,0,0
48546,TRU EMP-200L,LAMPARA EMP-200L D/EMPOTRAR 30 LED  6W E,22,A,27.42,1,24
102281,TRU ADM-140,ADHESIVO DE MONTAJE TRUPER (NO   CLAVOS),53,A,37.25,1,43
14487,TRU BRT-5,BROCHA TRUPER M/PLASTICO 127MM BRT-5,132,A,35.5,4,112
11611,TRU LIMA-100,LIJA P/MADERA TRUPER G-100,305,A,42,7,218
SNL29-020C,EMM CPVC2,COPLE P/CEMENTAR 2,60,A,39,2,46
44986,TRU ALCA-50,ALCAYATA CON ROSCA 18 X 50 FIERO ALCA-50,2197,A,45.08,49,1462
C4TA-013,DMT TH13MM,TUBO HIDRAULICO C-40 13MM 1/2 X 6 MTS.,86,A,33.42,3,77
19032,TRU PA-BB,PINTURA AEROSOL TRUPER PA-BB BCO.BRILLA.,20,A,59.83,0,10
12556,TRU CCA-150,CINTA CANELA 48MM X 150 MTS. CCA-150 TRU,25,A,21.67,1,35
44713,TRU TORC-1/4X11/4,TORNILLO CABEZA COCHE 06X 32 1/4 X 1 1/4,713,B,48.5,15,441
